NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_<0.3_%,NDVI_>0.6_%,EVI_mean,EVI_std,EVI_min,EVI_max,EVI_<0.3_%,EVI_>0.6_%,NDWI_mean,NDWI_std,NDWI_min,NDWI_max,NDWI_<0.3_%,NDWI_>0.6_%
0.5459039807319641,0.027776038274168968,0.29763129353523254,0.595920979976654,0.03232881575110615,0.0,5.183989524841309,3.7887697219848633,-270.0,29.673913955688477,0.1141017026509629,99.88589829734904,0.28986072540283203,0.02383979968726635,0.07435254752635956,0.34847256541252136,65.93002396135755,0.0
t
